manufacturer_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_type,engine_capacity,body_type,has_warranty,ownership,type_of_drive,is_exchangeable,number_of_photos,number_of_maintenance,duration_listed,price_usd
Mercedes-Benz,manual,white,533802,2006,diesel,diesel,2.2,van,False,owned,rear,False,6.0,2,17.0,10409.75
Hyundai,manual,silver,180000,2010,gasoline,gasoline,2.0,sedan,False,owned,front,False,12.0,27,31.0,9100.0
Ford,manual,blue,295000,2005,diesel,diesel,1.4,hatchback,False,owned,front,False,9.0,10,31.0,4500.0
Opel,automatic,silver,89000,2014,gasoline,gasoline,1.4,hatchback,False,owned,front,False,8.0,36,31.0,9300.0
Opel,manual,grey,203000,2010,gasoline,gasoline,1.4,hatchback,False,owned,front,False,12.0,5,31.0,7200.0
Toyota,automatic,other,399338,2006,gasoline,gasoline,2.4,sedan,False,owned,front,False,6.0,3,31.0,8000.0
BMW,automatic,grey,100617,2013,gasoline,gasoline,2.0,sedan,False,owned,all,True,12.0,14,19.0,15900.0
Hyundai,manual,silver,43000,2014,gasoline,gasoline,1.4,sedan,False,owned,front,True,4.0,1,1.0,7900.0
Renault,automatic,black,280000,2010,diesel,diesel,2.0,minivan,False,owned,front,False,12.0,15,31.0,11999.0
Mercedes-Benz,automatic,white,225000,2010,gas,gasoline,1.8,minibus,False,owned,rear,False,12.0,1,2.0,19200.0
Volkswagen,manual,blue,306000,2008,diesel,diesel,1.9,minibus,False,owned,front,True,11.0,11,31.0,11700.0
Audi,automatic,black,295000,2008,diesel,diesel,2.0,universal,False,owned,front,False,1.0,2,1.0,10300.0
Toyota,manual,silver,172000,2011,gasoline,gasoline,1.4,sedan,False,owned,front,True,12.0,83,31.0,8450.0
Hyundai,manual,black,232933,2005,gasoline,gasoline,1.3,hatchback,False,owned,front,False,7.0,19,31.0,2800.0
Citroen,manual,black,250000,2002,gasoline,gasoline,2.0,liftback,False,owned,front,False,12.0,3,31.0,3700.0
Honda,automatic,grey,190000,2010,hybrid-petrol,gasoline,1.4,sedan,False,owned,front,False,8.0,77,31.0,6300.0
Opel,automatic,silver,247000,2000,gasoline,gasoline,1.8,hatchback,False,owned,front,True,11.0,19,31.0,2999.0
Skoda,automatic,other,0,2019,diesel,diesel,2.0,suv,True,new,all,True,12.0,12,26.0,38646.01
Volkswagen,manual,grey,150000,2008,gasoline,gasoline,1.4,hatchback,False,owned,front,True,12.0,6,31.0,7200.0
Volkswagen,manual,black,226000,1998,gasoline,gasoline,1.0,hatchback,False,owned,front,False,9.0,5,30.0,1200.0
Volkswagen,manual,silver,370000,2001,gasoline,gasoline,1.6,hatchback,False,owned,front,False,9.0,1,31.0,3900.0
Skoda,automatic,blue,120000,2013,gasoline,gasoline,1.2,suv,False,owned,front,False,6.0,1,4.0,9500.0
Mitsubishi,automatic,black,135000,2008,gasoline,gasoline,2.4,sedan,False,owned,front,False,8.0,6,31.0,6900.0
Ford,manual,red,320000,1997,diesel,diesel,2.5,minibus,False,owned,front,True,5.0,2,27.0,3700.0
Renault,manual,white,212000,2011,diesel,diesel,1.5,van,False,owned,front,False,3.0,6,31.0,7500.0
BMW,manual,silver,295000,2002,gasoline,gasoline,2.5,sedan,False,owned,rear,True,12.0,3,15.0,4800.0
Mercedes-Benz,automatic,silver,256986,1999,gasoline,gasoline,3.2,suv,False,owned,all,True,12.0,20,25.0,4250.0
LADA,manual,white,53000,2017,gasoline,gasoline,1.6,sedan,False,owned,front,False,10.0,6,11.0,8300.0
Daewoo,manual,black,327000,1998,gasoline,gasoline,1.6,universal,False,owned,front,True,8.0,2,31.0,1750.0
Citroen,automatic,green,250000,1998,gas,gasoline,2.0,liftback,False,owned,front,False,2.0,1,3.0,1500.0
Mitsubishi,manual,black,999999,1998,gasoline,gasoline,1.8,hatchback,False,owned,front,False,5.0,2,31.0,850.0
Renault,manual,silver,359000,2001,gasoline,gasoline,1.8,hatchback,False,owned,front,False,6.0,1,31.0,3900.0
Honda,automatic,black,302557,2001,gasoline,gasoline,1.7,sedan,False,owned,front,False,12.0,4,6.0,3500.0
Volvo,manual,silver,365000,2003,gasoline,gasoline,2.4,sedan,False,owned,front,False,12.0,6,9.0,5200.0
Toyota,manual,brown,240000,1997,gasoline,gasoline,2.2,sedan,False,emergency,front,False,6.0,42,31.0,880.0
Kia,automatic,red,220000,2002,diesel,diesel,2.5,suv,False,owned,all,False,8.0,1,1.0,4999.0
Opel,manual,silver,235000,2009,diesel,diesel,2.0,sedan,False,owned,front,False,6.0,2,31.0,8100.0
Volkswagen,manual,other,150000,2015,diesel,diesel,1.6,minivan,False,owned,front,False,10.0,13,31.0,17200.0
Opel,manual,brown,192000,2011,gasoline,gasoline,1.4,universal,False,owned,front,True,6.0,1,5.0,7700.0
Volkswagen,manual,white,319000,2002,gasoline,gasoline,1.4,universal,False,owned,front,True,8.0,2,31.0,2300.0
Peugeot,automatic,silver,200000,2006,diesel,diesel,2.0,hatchback,False,owned,front,True,5.0,41,31.0,5650.0
Subaru,automatic,grey,92300,2012,gas,gasoline,2.5,suv,False,owned,all,True,12.0,41,31.0,14499.0
Volkswagen,manual,white,427000,2004,diesel,diesel,1.9,minibus,False,owned,front,False,5.0,4,31.0,9350.0
Renault,manual,blue,440000,1997,diesel,diesel,1.9,sedan,False,owned,front,False,12.0,21,31.0,2100.0
Fiat,manual,black,147700,2008,gasoline,gasoline,1.4,hatchback,False,owned,front,False,12.0,24,31.0,4900.0
Renault,manual,grey,520000,1999,gasoline,gasoline,1.6,minivan,False,owned,front,True,12.0,8,16.0,1200.0
Peugeot,manual,silver,550000,1997,diesel,diesel,1.9,universal,False,owned,front,True,9.0,3,31.0,1400.0
Hyundai,manual,blue,140000,2014,gasoline,gasoline,1.4,sedan,False,owned,front,False,6.0,2,10.0,8300.0
Peugeot,automatic,white,140000,2010,gasoline,gasoline,1.6,hatchback,False,owned,front,False,11.0,47,31.0,6800.0
LADA,manual,silver,49000,2013,gasoline,gasoline,1.6,sedan,False,owned,front,True,4.0,1,31.0,5600.0
BMW,automatic,red,126000,2010,diesel,diesel,2.0,suv,False,owned,all,True,12.0,4,13.0,11999.0
Mazda,automatic,grey,120000,2012,gasoline,gasoline,2.0,suv,False,owned,front,False,8.0,9,31.0,18200.0
Mercedes-Benz,automatic,brown,260000,2002,diesel,diesel,4.0,suv,False,owned,all,True,4.0,2,31.0,7500.0
Audi,manual,black,298000,2007,diesel,diesel,2.0,universal,False,owned,front,False,8.0,11,21.0,7800.0
Peugeot,manual,silver,272000,2007,gasoline,gasoline,1.4,sedan,False,owned,front,True,12.0,12,20.0,2900.0
Opel,automatic,black,340000,1997,diesel,diesel,2.5,universal,False,owned,rear,True,10.0,80,31.0,1450.0
Hyundai,automatic,black,294000,2002,diesel,diesel,2.0,suv,False,owned,all,True,5.0,13,31.0,5990.0
Nissan,manual,green,346000,1998,gasoline,gasoline,1.6,hatchback,False,owned,front,True,4.0,3,6.0,1450.0
Toyota,automatic,silver,357000,2005,diesel,diesel,3.0,suv,False,owned,all,False,12.0,4,31.0,16200.0
Iveco,manual,white,450000,2008,diesel,diesel,3.0,van,False,owned,rear,False,8.0,25,31.0,11300.0
Peugeot,manual,silver,250000,2002,gasoline,gasoline,2.0,sedan,False,owned,front,False,5.0,2,31.0,3200.0
Audi,manual,silver,365000,2000,diesel,diesel,2.5,sedan,False,owned,front,True,4.0,23,31.0,4300.0
ВАЗ,manual,green,250000,2011,gasoline,gasoline,1.7,suv,False,owned,all,False,12.0,5,31.0,3800.0
Volkswagen,manual,blue,180000,2009,gasoline,gasoline,1.4,hatchback,False,owned,front,True,9.0,3,31.0,6300.0
Honda,automatic,silver,280000,2006,gasoline,gasoline,1.8,sedan,False,owned,front,False,6.0,11,15.0,7500.0
Hyundai,manual,black,190000,2000,gasoline,gasoline,1.0,hatchback,False,owned,front,False,10.0,67,31.0,1500.0
Mazda,automatic,silver,280000,2003,gasoline,gasoline,3.0,minivan,False,owned,front,False,9.0,61,31.0,2450.0
Renault,manual,brown,166700,2015,diesel,diesel,1.5,universal,False,owned,front,False,12.0,8,14.0,10200.0
Mercedes-Benz,automatic,black,300000,1998,gasoline,gasoline,4.3,sedan,False,owned,rear,True,12.0,7,31.0,5300.0
BMW,automatic,black,282000,2006,diesel,diesel,4.4,sedan,False,owned,rear,False,10.0,11,31.0,12500.0
Ford,automatic,blue,90000,2016,gasoline,gasoline,1.5,sedan,False,owned,front,False,7.0,42,31.0,13500.0
BMW,automatic,silver,300000,2004,diesel,diesel,3.0,suv,False,owned,all,False,3.0,1,17.0,10700.0
Subaru,automatic,other,50000,2009,gasoline,gasoline,2.5,suv,False,owned,all,True,9.0,5,31.0,14300.0
Mazda,manual,black,223000,2002,gasoline,gasoline,1.3,hatchback,False,owned,front,False,6.0,63,31.0,2700.0
Mercedes-Benz,automatic,silver,222222,2003,diesel,diesel,2.7,sedan,False,owned,rear,False,12.0,14,27.0,7900.0
Nissan,manual,green,300000,1997,gasoline,gasoline,1.6,sedan,False,owned,front,False,12.0,5,9.0,1500.0
Citroen,manual,silver,133000,2011,gasoline,gasoline,1.6,minivan,False,owned,front,True,9.0,4,31.0,8000.0
Honda,automatic,white,240000,2007,gasoline,gasoline,2.4,sedan,False,owned,front,False,7.0,2,31.0,8300.0
Opel,manual,black,246000,2007,diesel,diesel,1.9,minivan,False,owned,front,False,11.0,2,5.0,7300.0
Toyota,manual,grey,96375,2013,gasoline,gasoline,1.6,sedan,False,owned,front,False,12.0,3,31.0,11999.0
Ford,manual,white,443850,2009,gas,gasoline,2.3,van,False,owned,rear,True,12.0,7,31.0,11800.0
Toyota,manual,blue,245000,2006,gasoline,gasoline,1.8,sedan,False,owned,front,False,7.0,62,31.0,4300.0
Opel,manual,other,188000,2001,gasoline,gasoline,2.2,sedan,False,owned,rear,False,10.0,1,31.0,4000.0
Toyota,automatic,grey,150000,2010,gasoline,gasoline,3.5,suv,False,owned,all,False,12.0,14,31.0,22500.0
LADA,manual,grey,15500,2018,gasoline,gasoline,1.6,universal,False,owned,front,False,7.0,10,31.0,10433.45
Subaru,automatic,black,150200,2008,gasoline,gasoline,2.5,suv,False,owned,all,False,11.0,10,31.0,8999.0
Mazda,automatic,black,11,2013,gasoline,gasoline,2.0,sedan,False,owned,front,False,7.0,1,31.0,12286.11
Toyota,manual,other,200000,2012,diesel,diesel,1.4,sedan,False,owned,front,False,6.0,2,31.0,10800.0
Mazda,automatic,blue,85000,2010,gasoline,gasoline,2.3,suv,False,owned,all,False,3.0,1,31.0,10500.0
BMW,automatic,black,30000,1998,gasoline,gasoline,5.4,sedan,False,owned,rear,False,10.0,1,1.0,7500.0
Chevrolet,automatic,white,59000,2016,gasoline,gasoline,1.4,sedan,False,owned,front,True,12.0,2,31.0,11900.0
Renault,manual,white,115000,2010,diesel,diesel,1.5,sedan,False,owned,front,True,5.0,2,31.0,7650.0
Opel,automatic,grey,300000,2002,diesel,diesel,2.2,hatchback,False,owned,front,False,3.0,2,12.0,3900.0
Opel,manual,silver,223000,2008,gasoline,gasoline,1.2,hatchback,False,owned,front,False,5.0,9,31.0,5168.0
Lexus,automatic,black,242000,2008,hybrid-petrol,gasoline,3.5,sedan,False,owned,rear,False,9.0,14,31.0,12500.0
Dodge,automatic,grey,184900,1999,gasoline,gasoline,2.4,sedan,False,owned,front,False,6.0,1,31.0,1131.94
BMW,automatic,black,313000,1999,diesel,diesel,3.0,sedan,False,owned,rear,True,12.0,7,16.0,3370.0
Nissan,automatic,white,114000,2012,gasoline,gasoline,1.6,hatchback,False,owned,front,False,12.0,12,31.0,10100.0
Opel,manual,blue,100,1997,gasoline,gasoline,1.6,universal,False,owned,front,False,7.0,1,9.0,1100.0
Mazda,automatic,red,145500,2013,gasoline,gasoline,2.0,sedan,False,owned,front,False,11.0,6,31.0,13200.0
Ford,automatic,blue,198250,2008,diesel,diesel,2.0,universal,False,owned,front,False,1.0,3,13.0,7300.0
Subaru,manual,black,400000,2003,gasoline,gasoline,2.0,universal,False,owned,all,False,7.0,3,6.0,5500.0
Opel,manual,silver,330133,2004,diesel,diesel,2.2,universal,False,owned,front,True,12.0,1,1.0,4650.0
Renault,manual,blue,340000,1998,gasoline,gasoline,2.5,universal,False,owned,front,True,9.0,2,5.0,1200.0
Mercedes-Benz,automatic,black,124000,1997,diesel,diesel,3.0,sedan,False,owned,rear,False,3.0,6,31.0,6000.0
Suzuki,automatic,black,156000,2007,gasoline,gasoline,2.0,suv,False,owned,all,False,6.0,4,8.0,7800.0
Citroen,manual,silver,378555,1998,gasoline,gasoline,1.8,hatchback,False,owned,front,True,7.0,1,27.0,2300.0
Volvo,automatic,silver,204000,2005,gas,gasoline,2.5,sedan,False,owned,all,False,4.0,2,3.0,6700.0
BMW,automatic,grey,250000,2008,diesel,diesel,2.0,sedan,False,owned,rear,False,6.0,10,31.0,9400.0
Opel,automatic,black,350000,1998,gasoline,gasoline,2.0,sedan,False,owned,front,False,12.0,30,31.0,1400.0
Peugeot,manual,silver,300000,2000,diesel,diesel,2.0,sedan,False,owned,front,True,5.0,2,31.0,2800.0
Chrysler,manual,brown,380000,2000,diesel,diesel,2.5,minivan,False,owned,front,False,12.0,4,31.0,4250.0
Ford,manual,blue,333333,1998,diesel,diesel,2.5,minibus,False,owned,rear,True,8.0,5,8.0,3300.0
ГАЗ,manual,white,41000,2014,gasoline,gasoline,2.9,van,False,owned,rear,False,5.0,1,31.0,10000.0
Renault,manual,green,230000,1998,gasoline,gasoline,1.6,liftback,False,owned,front,False,2.0,2,14.0,1500.0
Mercedes-Benz,automatic,black,415000,2003,diesel,diesel,2.7,suv,False,owned,all,False,9.0,17,31.0,8500.0
Citroen,automatic,other,136000,2007,gasoline,gasoline,1.6,hatchback,False,owned,front,False,6.0,1,31.0,5200.0
Audi,automatic,black,313300,2005,gasoline,gasoline,2.4,sedan,False,owned,front,True,3.0,3,16.0,4000.0
Mitsubishi,automatic,white,120000,2014,gasoline,gasoline,2.0,suv,False,owned,all,True,12.0,8,10.0,10000.0
Lancia,manual,silver,185000,1999,gasoline,gasoline,1.8,sedan,False,owned,front,True,9.0,4,22.0,1900.0
Peugeot,manual,blue,200000,1997,gasoline,gasoline,1.6,sedan,False,emergency,front,False,1.0,1,1.0,1.0
Volvo,automatic,black,200000,2010,gasoline,gasoline,2.0,sedan,False,owned,front,False,12.0,45,31.0,10800.0
Ford,manual,green,317000,2000,diesel,diesel,1.8,universal,False,owned,front,False,12.0,36,31.0,1600.0
Peugeot,manual,silver,150000,2010,gasoline,gasoline,1.4,hatchback,False,owned,front,False,12.0,1,1.0,5350.0
ГАЗ,manual,white,27000,2018,gasoline,gasoline,2.7,van,False,owned,rear,False,3.0,3,31.0,11381.95
Opel,manual,blue,165000,2006,gasoline,gasoline,1.4,hatchback,False,owned,front,False,4.0,3,31.0,5000.0
Nissan,manual,white,385000,2002,diesel,diesel,2.5,minibus,False,owned,front,False,12.0,32,31.0,5500.0
Renault,manual,silver,220500,2003,diesel,diesel,1.5,minivan,False,owned,front,False,12.0,37,31.0,4850.0
Skoda,manual,black,167000,2010,diesel,diesel,1.9,hatchback,False,owned,front,False,12.0,6,31.0,8500.0
Kia,manual,blue,282856,2007,diesel,diesel,2.0,minivan,False,owned,front,True,12.0,22,31.0,4990.0
Opel,manual,silver,328000,2000,diesel,diesel,2.0,minivan,False,owned,front,False,12.0,25,31.0,3800.0
Renault,manual,black,118000,2015,gasoline,gasoline,2.0,suv,False,owned,all,False,10.0,45,31.0,11400.0
Audi,manual,blue,295000,2000,gasoline,gasoline,1.6,sedan,False,owned,front,False,8.0,1,19.0,4450.0
Renault,manual,black,285000,2002,diesel,diesel,1.5,hatchback,False,owned,front,False,8.0,8,31.0,3500.0
Hyundai,automatic,white,190000,2010,diesel,diesel,2.2,suv,False,owned,front,False,2.0,3,31.0,14000.0
Citroen,manual,silver,300000,2010,diesel,diesel,1.6,universal,False,owned,front,False,6.0,2,31.0,9000.0
Skoda,automatic,brown,98700,2015,diesel,diesel,2.0,liftback,False,owned,front,False,12.0,2,25.0,14700.0
BMW,automatic,other,200000,2005,gasoline,gasoline,3.0,suv,False,owned,all,True,11.0,43,31.0,9850.0
Peugeot,manual,grey,333000,1998,diesel,diesel,1.9,sedan,False,owned,front,True,8.0,12,31.0,2000.0
Audi,manual,silver,312000,2002,gasoline,gasoline,2.4,sedan,False,owned,front,False,6.0,1,23.0,5300.0
Volkswagen,manual,black,226000,2008,gasoline,gasoline,1.4,hatchback,False,owned,front,False,9.0,8,31.0,6690.0
Peugeot,manual,silver,350000,1999,diesel,diesel,1.9,van,False,owned,front,True,12.0,2,31.0,2700.0
Citroen,manual,blue,400000,2000,diesel,diesel,2.0,universal,False,owned,front,True,4.0,11,31.0,2000.0
Volkswagen,manual,white,90000,2012,gasoline,gasoline,1.6,sedan,False,owned,front,True,10.0,1,10.0,6700.0
Mercedes-Benz,manual,white,150000,2017,diesel,diesel,2.1,minibus,False,owned,rear,False,7.0,4,10.0,30000.0
Mercedes-Benz,manual,blue,500000,2010,diesel,diesel,2.2,minibus,False,owned,rear,True,4.0,4,31.0,16000.0
Audi,automatic,grey,335000,2001,gasoline,gasoline,2.4,sedan,False,owned,all,True,6.0,10,31.0,5800.0
Ford,manual,blue,240000,2007,gasoline,gasoline,3.0,universal,False,owned,front,False,12.0,14,31.0,5928.1
Citroen,manual,grey,470000,2001,diesel,diesel,2.2,liftback,False,owned,front,False,10.0,19,31.0,4000.0
Mazda,automatic,brown,141000,2008,gasoline,gasoline,2.3,suv,False,owned,all,False,12.0,1,5.0,7950.0
Volkswagen,automatic,brown,103000,2017,gasoline,gasoline,1.6,sedan,False,owned,front,False,5.0,3,31.0,10500.0
Peugeot,manual,black,300000,2001,diesel,diesel,2.0,sedan,False,owned,front,True,12.0,16,31.0,3100.0
Chevrolet,automatic,black,80000,2016,gasoline,gasoline,1.5,sedan,False,owned,front,False,9.0,3,4.0,13100.0
Volkswagen,manual,green,283920,2003,gasoline,gasoline,2.0,sedan,False,owned,front,True,11.0,2,2.0,3650.0
Mercedes-Benz,manual,blue,202000,2002,diesel,diesel,2.2,van,False,owned,front,False,12.0,1,13.0,12800.0
Mercedes-Benz,automatic,black,193000,2011,gasoline,gasoline,3.5,sedan,False,owned,rear,True,12.0,69,31.0,18550.0
Dacia,manual,grey,65000,2007,gasoline,gasoline,1.4,sedan,False,owned,front,False,12.0,3,31.0,3300.0
Renault,manual,grey,241000,2003,diesel,diesel,1.5,minivan,False,owned,front,True,12.0,38,31.0,4000.0
SsangYong,manual,silver,259000,2006,diesel,diesel,2.0,suv,False,owned,rear,False,10.0,5,31.0,5500.0
Audi,automatic,grey,290000,2006,diesel,diesel,3.0,sedan,False,owned,all,False,12.0,28,31.0,9550.0
Lancia,manual,grey,11111,1997,gasoline,gasoline,2.0,sedan,False,owned,front,False,8.0,2,6.0,1600.0
Renault,manual,blue,499000,1997,diesel,diesel,1.9,hatchback,False,owned,front,False,11.0,1,31.0,1500.0
Ford,manual,violet,305000,1999,gasoline,gasoline,1.6,hatchback,False,owned,front,False,5.0,9,31.0,1890.0
Mercedes-Benz,manual,silver,410000,1999,diesel,diesel,2.2,universal,False,owned,rear,True,9.0,41,31.0,3500.0
Volkswagen,manual,white,327000,1998,diesel,diesel,1.9,minibus,False,owned,front,True,5.0,3,31.0,5200.0
LADA,manual,white,44000,2017,gasoline,gasoline,1.6,universal,False,owned,front,False,5.0,1,31.0,10950.0
Renault,manual,grey,125000,2010,gasoline,gasoline,1.6,sedan,False,owned,front,False,3.0,7,31.0,5690.98
Mitsubishi,automatic,black,420000,2001,gasoline,gasoline,3.0,suv,False,owned,all,False,4.0,1,23.0,5690.98
Renault,manual,white,46144,2016,gasoline,gasoline,1.6,sedan,False,owned,front,True,8.0,39,31.0,7825.1
BMW,manual,blue,241400,2007,diesel,diesel,2.0,sedan,False,owned,rear,True,10.0,14,31.0,8000.0
Mercedes-Benz,manual,green,455000,1998,diesel,diesel,2.3,minibus,False,owned,front,True,12.0,31,31.0,4550.0
Nissan,automatic,white,120000,2006,gasoline,gasoline,3.5,suv,False,owned,front,False,8.0,1,31.0,9200.0
Nissan,manual,black,215000,2008,gasoline,gasoline,2.0,suv,False,owned,all,True,12.0,24,31.0,7750.0
Subaru,manual,black,170000,1999,gasoline,gasoline,2.0,suv,False,owned,all,False,12.0,39,31.0,7000.0
BMW,automatic,black,268000,2007,diesel,diesel,3.0,suv,False,owned,all,True,6.0,1,31.0,15000.0
Saab,manual,silver,241000,2002,diesel,diesel,2.2,universal,False,owned,front,False,10.0,4,31.0,3800.0
Skoda,manual,black,0,2019,gasoline,gasoline,1.6,sedan,True,new,front,True,12.0,1,2.0,14544.72
Nissan,manual,silver,247000,2001,diesel,diesel,2.2,hatchback,False,owned,front,True,8.0,1,28.0,3100.0
Chrysler,automatic,green,496000,1998,gasoline,gasoline,2.4,minivan,False,owned,front,False,3.0,1,31.0,2350.0
Volkswagen,manual,red,232000,1998,gasoline,gasoline,1.8,universal,False,owned,front,False,12.0,3,31.0,3450.0
Opel,manual,white,300000,1997,gasoline,gasoline,2.0,universal,False,owned,rear,False,10.0,2,31.0,2100.0
Chrysler,manual,grey,400000,1999,diesel,diesel,2.5,minivan,False,owned,front,True,4.0,9,31.0,3200.0
Mercedes-Benz,manual,other,380000,2004,diesel,diesel,2.2,minibus,False,owned,rear,False,6.0,22,31.0,6000.0
BMW,automatic,white,110000,2013,gasoline,gasoline,2.0,suv,False,owned,all,False,9.0,1,31.0,13700.0
Nissan,manual,red,260000,1997,gasoline,gasoline,1.6,sedan,False,owned,front,True,7.0,1,4.0,1800.0
LADA,automatic,red,38000,2018,gasoline,gasoline,1.8,universal,False,owned,front,False,12.0,48,31.0,12999.0
Peugeot,manual,blue,260000,1997,diesel,diesel,2.5,minibus,False,owned,front,False,5.0,2,31.0,3500.0
Volkswagen,automatic,grey,257000,2004,gasoline,gasoline,3.2,suv,False,owned,all,False,8.0,69,31.0,5900.0
Peugeot,manual,silver,104300,2010,gasoline,gasoline,1.0,hatchback,False,owned,front,True,12.0,2,1.0,3700.0
Peugeot,manual,black,265000,2003,gasoline,gasoline,1.8,sedan,False,owned,front,False,12.0,32,31.0,2950.0
Peugeot,manual,blue,272000,2004,gasoline,gasoline,1.8,sedan,False,owned,front,True,12.0,5,24.0,4500.0
Volkswagen,automatic,black,186000,2002,gasoline,gasoline,2.0,universal,False,owned,front,False,7.0,1,31.0,4750.0
Daewoo,manual,blue,300000,2000,gas,gasoline,2.0,minivan,False,owned,front,True,12.0,2,2.0,2850.0
Toyota,manual,red,130000,2011,gasoline,gasoline,1.0,hatchback,False,owned,front,False,9.0,1,17.0,4800.0
Volkswagen,automatic,black,204126,2011,diesel,diesel,2.0,sedan,False,owned,front,False,12.0,1,1.0,11381.96
BMW,automatic,white,120000,2013,gasoline,gasoline,2.0,sedan,False,owned,rear,False,5.0,4,31.0,15300.0
Citroen,manual,green,350000,2001,diesel,diesel,2.0,sedan,False,owned,front,False,4.0,37,31.0,4000.0
Ford,manual,red,300000,1997,gasoline,gasoline,1.3,hatchback,False,owned,front,False,4.0,1,6.0,550.0
Peugeot,automatic,black,128000,2010,gasoline,gasoline,1.6,universal,False,owned,front,False,6.0,51,31.0,6750.0
Renault,manual,grey,290000,2007,diesel,diesel,1.9,universal,False,owned,front,False,8.0,12,22.0,4450.0
BMW,manual,grey,136000,2015,diesel,diesel,2.0,universal,False,owned,all,True,12.0,8,31.0,15999.0
Renault,manual,grey,167104,2009,diesel,diesel,1.5,minivan,False,owned,front,False,3.0,19,31.0,7600.0
Skoda,automatic,brown,0,2019,gasoline,gasoline,2.0,suv,True,new,all,True,12.0,12,26.0,39288.15
Ford,automatic,grey,115000,2013,gasoline,gasoline,2.0,suv,False,owned,front,True,8.0,15,31.0,15300.0
Hyundai,manual,black,120000,2011,gasoline,gasoline,2.4,suv,False,owned,front,False,4.0,52,31.0,14000.0
Hyundai,automatic,silver,160000,2011,diesel,diesel,2.2,suv,False,owned,all,True,12.0,29,31.0,13800.0
Skoda,manual,green,325000,1999,diesel,diesel,1.9,universal,False,owned,front,True,1.0,2,17.0,3500.0
Hyundai,manual,blue,456776,2001,diesel,diesel,2.0,suv,False,owned,front,True,12.0,26,31.0,5500.0
Ford,manual,white,109000,2016,diesel,diesel,1.5,suv,False,owned,front,False,12.0,2,2.0,13950.0
Mini,automatic,other,170000,2003,gasoline,gasoline,1.6,hatchback,False,owned,front,False,12.0,18,31.0,5050.0
Honda,automatic,grey,158000,2010,gasoline,gasoline,2.0,sedan,False,owned,front,False,6.0,34,31.0,12300.0
Mercedes-Benz,automatic,brown,162000,2011,gasoline,gasoline,3.5,sedan,False,owned,all,False,12.0,3,9.0,20600.0
Mitsubishi,manual,blue,294000,1999,gasoline,gasoline,2.0,minivan,False,owned,front,True,7.0,10,31.0,2800.0
BMW,automatic,black,240000,2005,gasoline,gasoline,2.5,sedan,False,owned,all,False,5.0,212,31.0,10670.59
ВАЗ,manual,orange,15100,2018,gasoline,gasoline,1.8,universal,True,owned,front,False,7.0,6,31.0,12250.0
Nissan,manual,grey,65000,2016,gas,gasoline,1.6,sedan,False,owned,front,True,6.0,79,31.0,6000.0
Mercedes-Benz,automatic,white,0,2019,gasoline,gasoline,1.3,sedan,False,new,front,False,9.0,1,0.0,35500.0
BMW,automatic,green,350000,1997,diesel,diesel,2.5,sedan,False,owned,rear,False,12.0,5,31.0,4700.0
Opel,manual,silver,297000,2005,diesel,diesel,1.7,universal,False,owned,front,True,12.0,1,1.0,6000.0
Citroen,manual,blue,320000,1998,gasoline,gasoline,1.8,sedan,False,owned,front,False,6.0,43,31.0,1190.0
Mazda,automatic,silver,190000,2009,gasoline,gasoline,2.3,suv,False,owned,front,False,8.0,1,4.0,7600.0
Kia,automatic,blue,14600,2018,diesel,diesel,2.0,suv,False,owned,all,True,12.0,33,31.0,32000.0
Skoda,manual,white,172000,2014,gasoline,gasoline,1.6,hatchback,False,owned,front,True,12.0,1,3.0,9999.0
Mazda,automatic,white,110000,2007,gasoline,gasoline,2.3,sedan,False,owned,front,False,9.0,4,31.0,5500.0
Opel,automatic,blue,455778,2001,gasoline,gasoline,2.6,sedan,False,owned,rear,False,6.0,23,31.0,1600.0
Ford,manual,green,330000,2002,gasoline,gasoline,1.8,universal,False,owned,front,False,12.0,35,31.0,2600.0
Chevrolet,manual,silver,225000,2006,gasoline,gasoline,1.2,sedan,False,owned,front,False,6.0,3,31.0,3700.0
BMW,automatic,white,301000,2004,gasoline,gasoline,3.0,suv,False,owned,all,True,12.0,5,6.0,8600.0
Honda,manual,blue,343000,1997,gasoline,gasoline,2.0,universal,False,owned,front,True,5.0,7,21.0,2400.0
Porsche,automatic,white,180000,2011,diesel,diesel,2.9,suv,False,owned,all,False,2.0,56,31.0,28065.0
Volkswagen,manual,white,304059,2008,diesel,diesel,1.9,hatchback,False,owned,front,False,12.0,22,31.0,5400.0
Mazda,manual,grey,263000,2003,diesel,diesel,2.0,universal,False,owned,front,False,11.0,1,0.0,4500.0
Hyundai,automatic,silver,206000,2008,gasoline,gasoline,2.0,sedan,False,owned,front,False,12.0,4,5.0,6950.0
Fiat,manual,black,350000,2001,gasoline,gasoline,1.2,hatchback,False,owned,front,True,8.0,8,10.0,1500.0
Renault,manual,grey,316000,2002,diesel,diesel,1.9,universal,False,owned,front,False,7.0,2,31.0,4400.0
Mercedes-Benz,automatic,black,38604,2009,gasoline,gasoline,3.5,cabriolet,False,owned,rear,False,12.0,2,22.0,29071.42
Skoda,manual,red,240000,2009,diesel,diesel,1.4,hatchback,False,owned,front,False,9.0,1,4.0,4050.0
ГАЗ,manual,red,120000,2004,gasoline,gasoline,3.0,van,False,owned,front,True,2.0,4,31.0,500.0
